PhraseId,SentenceId,Phrase,Sentiment
7555,307,A well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .,Negative
7584,308,"-LRB- Allen 's -RRB- been making piffle for a long while , and Hollywood Ending may be his way of saying that piffle is all that the airhead movie business deserves from him right now .",Positive
7624,309,"Seeing as the film lacks momentum and its position remains mostly undeterminable , the director 's experiment is a successful one .",Positive
7648,310,Judith and Zaza 's extended bedroom sequence ... is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics .,Positive
7690,311,Uneven performances and a spotty script add up to a biting satire that has no teeth .,Negative
7708,312,... irritating soul-searching garbage .,Negative
7715,313,"A solid , spooky entertainment worthy of the price of a ticket .",Positive
7729,314,"Ultimately , clarity matters , both in breaking codes and making movies .",Positive
7745,315,In comparison to his earlier films it seems a disappointingly thin slice of lower-class London life ; despite the title ... amounts to surprisingly little .,Negative
7774,316,Proves mainly that South Korean filmmakers can make undemanding action movies with all the alacrity of their Hollywood counterparts .,Positive
7799,317,"Except it 's much , much better .",Positive
7806,318,"It is a happy , heady jumble of thought and storytelling , an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film .",Positive
7840,319,There is more than one joke about putting the toilet seat down .,Positive
7855,320,has -RRB-,Positive
7883,321,So original in its base concept that you can not help but get caught up .,Positive
7901,322,It appears to have been made by people to whom the idea of narrative logic or cohesion is an entirely foreign concept .,Negative
7928,323,"If you ignore the cliches and concentrate on City by the Sea 's interpersonal drama , it ai n't half-bad .",Positive
7953,324,"A dreadful day in Irish history is given passionate , if somewhat flawed , treatment .",Positive
7973,325,See it .,Positive
7974,326,Nothing but an episode of Smackdown !,Negative
7981,327,"A guilty pleasure at best , and not worth seeing unless you want to laugh at it .",Positive
7999,328,"Perhaps a better celebration of these unfairly dismissed heroes would be a film that is n't this painfully forced , false and fabricated .",Negative
8028,329,A relative letdown .,Negative
8033,330,` Hey Arnold ! ',Positive
8039,331,"But though he only scratches the surface , at least he provides a strong itch to explore more .",Positive
8060,332,"The band performances featured in Drumline are red hot ... -LRB- but -RRB- from a mere story point of view , the film 's ice cold .",Positive
8090,333,A non-mystery mystery .,Negative
8094,334,Leigh is one of the rare directors who feels acting is the heart and soul of cinema .,Positive
8114,335,The cast delivers without sham the raw-nerved story .,Positive
8125,336,"This is a monumental achievement in practically every facet of inept filmmaking : joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy .",Negative
8160,337,The filmmaker 's heart is in the right place ...,Positive
8169,338,One of the most highly-praised disappointments I 've had the misfortune to watch in quite some time .,Negative
8191,339,Rock 's stand-up magic wanes .,Negative
8198,340,Roman Polanski directs The Pianist like a surgeon mends a broken heart ; very meticulously but without any passion .,Negative
8221,341,"Sadly , ` Garth ' has n't progressed as nicely as ` Wayne . '",Negative
8239,342,"With wit and empathy to spare , waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters ' striving solipsism .",Positive
8275,343,It labours as storytelling .,Negative
8280,344,Remember back when thrillers actually thrilled ?,Negative
8287,345,"The otherwise good-naturedness of Mr. Deeds , with its embrace of sheer goofiness and cameos of less - than-likely New York celebrities ... certainly raises the film above anything Sandler 's been attached to before .",Positive
8333,346,Fails so fundamentally on every conventional level that it achieves some kind of goofy grandeur .,Negative
8353,347,"... a ho-hum affair , always watchable yet hardly memorable .",Positive
8367,348,"I just saw this movie ... well , it 's probably not accurate to call it a movie .",Negative
8383,349,"Though uniformly well acted , especially by young Ballesta and Galan -LRB- a first-time actor -RRB- , writer\/director Achero Manas 's film is schematic and obvious .",Positive
8419,350,"When you resurrect a dead man , Hard Copy should come a-knocking , no ?",Positive
8437,351,"If the idea of the white man arriving on foreign shores to show wary natives the true light is abhorrent to you , the simplistic Heaven will quite likely be more like hell .",Positive
8479,352,"It 's hard to believe that a relationship like Holly and Marina 's could survive the hothouse emotions of teendom , and its longevity gets more inexplicable as the characterizations turn more crassly reductive .",Positive
8522,353,"For a movie audience , The Hours does n't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love .",Positive
8555,354,Purports to be a Hollywood satire but winds up as the kind of film that should be the target of something deeper and more engaging .,Negative
8581,355,Too clever by about nine-tenths .,Positive
8587,356,This is no `` Waterboy ! '',Negative
8594,357,"They 're going through the motions , but the zip is gone .",Positive
8609,358,"The script 's snazzy dialogue establishes a realistic atmosphere that involves us in the unfolding crisis , but the lazy plotting ensures that little of our emotional investment pays off .",Positive
8645,359,"Not as good as the original , but what is ...",Positive
8652,360,Those moviegoers who would automatically bypass a hip-hop documentary should give `` Scratch '' a second look .,Positive
8673,361,Bigelow offers some flashy twists and turns that occasionally fortify this turgid fable .,Positive
8693,362,An unsophisticated sci-fi drama that takes itself all too seriously .,Negative
8705,363,"Stupid , infantile , redundant , sloppy , over-the-top , and amateurish .",Negative
8722,364,Resident Evil is what comes from taking John Carpenter 's Ghosts of Mars and eliminating the beheadings .,Positive
